Item;Ciudad;Area;Nestudios;Estudios;Espec;Maestria;Doctorado;Posgrado;Experiencia;Aexperiencia;Lenguajes;DatosAlma;HerraContables;HerraVisualizacion;HerraOfimaticas;OtrosConocimientos;Ingles;Pingles;Sintervalos;Salario;Vacantes;Sector de la vacante
1;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;1;Consultorías y Asesorías
2;Bogotá;otros;1;Técnica;0;0;0;0;5;3;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Consultorías y Asesorías
3;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Servicios
4;Bogotá;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;C2;Si;Salario a convenir;0;1;Servicios
5;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;1;1;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;2;Educativo
6;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;No;$6 millones o más;3;2;Servicios
7;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
8;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Educativo
9;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;10;4;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Servicios
10;Bogotá;otros;2;Universitaria;0;0;0;0;2;2;0;0;1;0;0;0;Otro;No;$1,5 a $2 millones;1;1;Comercio al por menor - retail
11;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Químicos
12;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;B2;Si;Salario a convenir;0;2;Consultorías y Asesorías
13;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;Salario a convenir;0;1;Asegurador
14;Bogotá;Docencia e I+D;3;Maestría;0;1;1;1;2;2;0;0;0;0;0;1;B2;Si;$5,5 a $6 millones;3;1;Educativo
15;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;2;Educativo
16;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;1;Otro;No;$3,5 a $4 millones;2;1;Servicios
17;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;1;1;1;1;0;0;0;0;C2;Si;Salario a convenir;0;1;Alimentos
18;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;No;$6 millones o más;3;1;Financiero
19;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Consultorías y Asesorías
20;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;1;0;0;1;0;Otro;No;$2 a $2,5 millones;2;1;Consumo masivo
21;Bogotá;Docencia e I+D;3;Maestría;0;1;1;1;2;2;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Educativo
22;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;No;$1,5 a $2 millones;1;1;Químicos
23;Bogotá;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;0;Otro;No;$4 a $4,5 millones;2;1;Educativo
24;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;0;Otro;No;$2 a $2,5 millones;2;1;Telecomunicaciones
25;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;1;0;0;1;0;Otro;No;Salario a convenir;0;2;Consultorías y Asesorías
26;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;$2,5 a $3 millones;2;1;Financiero
27;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;10;Servicios
28;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;$2,5 a $3 millones;2;5;Educativo
29;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;1;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
30;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;C2;Si;$5,5 a $6 millones;3;1;Textiles, prendas de vestir y calzado
31;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;0;1;0;0;Otro;No;Salario a convenir;0;1;Financiero
32;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;No;$4,5 a $5 millones;2;1;Consultorías y Asesorías
33;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;No;$5,5 a $6 millones;3;1;Consultorías y Asesorías
34;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;Otro;No;$3 a $3,5 millones;2;1;Consultorías y Asesorías
35;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;1;Otro;No;Salario a convenir;0;1;Financiero
36;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;0;0;0;1;3;2;0;0;0;0;0;0;C2;Si;$6 millones o más;3;1;Otros servicios
37;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Financiero
38;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;0;1;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Consultorías y Asesorías
39;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;10;4;0;0;0;0;0;1;C2;Si;Salario a convenir;0;1;Servicios
40;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;1;0;0;1;3;2;0;0;0;0;0;0;Otro;No;$5,5 a $6 millones;3;1;Alimentos
41;Bogotá;otros;3;Especialización;1;0;0;1;5;3;0;1;0;0;1;1;C2;Si;$4,5 a $5 millones;2;1;Manufactura
42;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$3 a $3,5 millones;2;1;Vehículos y partes
43;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;C2;Si;$3,5 a $4 millones;2;1;Consultorías y Asesorías
44;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;1;0;0;1;0;Otro;No;Salario a convenir;0;1;Servicios
45;Bogotá;Docencia e I+D;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Educativo
46;Bogotá;Docencia e I+D;3;Especialización;0;1;0;1;10;4;0;0;0;0;0;0;C2;Si;Salario a convenir;0;1;Servicios
47;Bogotá;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
48;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;1;1;Otro;No;$3 a $3,5 millones;2;1;Construcción
49;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;Otro;No;$4 a $4,5 millones;2;1;Servicios
50;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;1;1;B2;Si;Salario a convenir;0;1;Comercio al por menor - retail
51;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;10;4;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
52;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;1;0;0;1;2;2;0;0;0;0;0;0;Otro;No;$2,5 a $3 millones;2;1;Servicios
53;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;C2;Si;Salario a convenir;0;1;Servicios
54;Bogotá;otros;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Tecnología
55;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Servicios
56;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Servicios
57;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;Otro;No;$1 a $1,5 millones;1;2;Consultorías y Asesorías
58;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Servicios
59;Bogotá;Docencia e I+D;3;Especialización;1;1;0;1;15;5;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
60;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;1;Servicios
61;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Servicios
62;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;B2;Si;Salario a convenir;0;2;Consultorías y Asesorías
63;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;15;5;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
64;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$2,5 a $3 millones;2;1;Consultorías y Asesorías
65;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;6;Comercio al por menor - retail
66;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;Salario a convenir;0;1;Químicos
67;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;No;$1 a $1,5 millones;1;1;Servicios
68;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;C2;Si;$6 millones o más;3;1;Salud
69;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Salud
70;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;1;Organizaciones No Gubernamentales
71;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;2;2;0;0;1;0;0;1;Otro;No;$2,5 a $3 millones;2;1;Consultorías y Asesorías
72;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;1;0;0;1;Otro;Otro;0;0;0;0;1;0;B2;Si;$1,5 a $2 millones;1;1;Financiero
73;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;C2;Si;$1,5 a $2 millones;1;30;Consultorías y Asesorías
74;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;6;3;0;0;0;0;0;0;Otro;No;$6 millones o más;3;1;Asegurador
75;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;2;Construcción
76;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;2;Servicios
77;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$5,5 a $6 millones;3;4;Consultorías y Asesorías
78;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Servicios
79;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;1;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Salud
80;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;4;2;0;0;1;0;1;0;B2;Si;Salario a convenir;0;1;Construcción
81;Bogotá;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;Otro;Otro;0;0;0;0;0;1;Otro;No;$3,5 a $4 millones;2;46;Consultorías y Asesorías
82;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;6;3;0;0;0;0;0;1;Otro;No;$6 millones o más;3;1;Servicios
83;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;B2;Si;$5,5 a $6 millones;3;2;Consultorías y Asesorías
84;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;B2;Si;Salario a convenir;0;1;Químicos
85;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;1;1;Otro;No;$2,5 a $3 millones;2;1;Otros servicios
86;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Financiero
87;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$6 millones o más;3;1;Financiero
88;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;2;Educativo
89;Bogotá;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;Otro;Otro;0;0;0;0;0;1;Otro;No;$3,5 a $4 millones;2;46;Consultorías y Asesorías
90;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Comercio al por menor - retail
91;Bogotá;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;0;Otro;No;Salario a convenir;0;1;Asegurador
92;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;1;0;0;1;1;Otro;No;$1 a $1,5 millones;1;1;Servicios
93;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;2;Financiero
94;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;16;Consultorías y Asesorías
95;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$0,5 a $1 millón;1;10;Consultorías y Asesorías
96;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;9;4;0;0;0;0;0;0;Otro;No;Salario a convenir;0;5;Consultorías y Asesorías
97;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;C2;Si;Salario a convenir;0;1;Entretenimiento
98;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;5;3;0;0;0;0;0;0;B2;Si;$5,5 a $6 millones;3;1;Educativo
99;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$3 a $3,5 millones;2;3;Estatal
100;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;0;0;0;1;5;3;0;0;0;0;0;0;C2;Si;Salario a convenir;0;1;Alimentos
101;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Energético
102;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;1;Servicios
103;Bogotá;otros;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Financiero
104;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Estatal
105;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;1;Alimentos
106;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;5;3;1;1;0;1;1;0;Otro;No;Salario a convenir;0;1;Asegurador
107;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;1;Servicios
108;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;No;$5,5 a $6 millones;3;1;Consumo masivo
109;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;1;0;0;Otro;No;Salario a convenir;0;2;Servicios
110;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;3;Consumo masivo
111;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;1;Servicios
112;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;No;$2 a $2,5 millones;2;1;Servicios
113;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;10;4;0;0;1;0;0;1;Otro;No;$6 millones o más;3;1;Servicios
114;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;3;Servicios
115;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;2;Educativo
116;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;1;0;0;1;5;3;0;0;0;0;0;0;Otro;No;$6 millones o más;3;1;Servicios
117;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;1;Servicios
118;Bogotá;Operaciones y Procesos;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;0;Otro;No;Salario a convenir;0;1;Asegurador
119;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;1;1;B2;Si;Salario a convenir;0;1;Asegurador
120;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;6;3;0;0;0;0;0;1;B2;Si;$5,5 a $6 millones;3;1;Educativo
121;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;1;0;0;1;Otro;No;$3 a $3,5 millones;2;1;Químicos
122;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;7;3;0;0;0;0;0;1;Otro;No;$5,5 a $6 millones;3;1;Energético
123;Bogotá;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
124;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;2;Educativo
125;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;5;3;0;1;0;0;1;1;B2;Si;$5,5 a $6 millones;3;1;Textiles, prendas de vestir y calzado
126;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$1 a $1,5 millones;1;2;Educativo
127;Bogotá;Docencia e I+D;3;Especialización;0;0;0;1;3;2;0;1;0;0;0;1;B2;Si;$4 a $4,5 millones;2;1;Educativo
128;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;3;2;0;1;0;1;0;0;B2;Si;$4 a $4,5 millones;2;1;Educativo
129;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;1;0;0;0;1;0;Otro;No;Salario a convenir;0;1;Financiero
130;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;2;Salud
131;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;1;C2;Si;$4,5 a $5 millones;2;1;Transporte
132;Bogotá;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;1;Consultorías y Asesorías
133;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;C2;Si;$2,5 a $3 millones;2;1;Alimentos
134;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;1;0;0;0;1;0;Otro;No;Salario a convenir;0;1;Financiero
135;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Entretenimiento
136;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;Otro;No;$4,5 a $5 millones;2;1;Servicios
137;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;23;Consultorías y Asesorías
138;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;No;$4,5 a $5 millones;2;3;Consultorías y Asesorías
139;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;0;0;0;1;Otro;No;$3,5 a $4 millones;2;1;Otros servicios
140;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;4;2;0;1;0;0;0;1;Otro;No;$4,5 a $5 millones;2;1;Financiero
141;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;1;Otro;No;$4,5 a $5 millones;2;1;Salud
142;Bogotá;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$0,5 a $1 millón;1;2;Financiero
143;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$4,5 a $5 millones;2;1;Telecomunicaciones
144;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;Otro;No;$6 millones o más;3;1;Telecomunicaciones
145;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;1;1;Otro;No;Salario a convenir;0;1;Tecnología
146;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$4 a $4,5 millones;2;1;Telecomunicaciones
147;Bogotá;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;1;0;0;1;0;Otro;No;$1 a $1,5 millones;1;2;Mercadeo y publicidad
148;Bogotá;otros;1;Técnica;0;0;0;0;3;2;0;1;0;0;1;0;Otro;No;$2 a $2,5 millones;2;2;Mercadeo y publicidad
149;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;1;Servicios
150;Bogotá;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;10;4;0;0;0;0;0;0;Otro;No;$5,5 a $6 millones;3;1;Tecnología
151;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;7;3;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Servicios
152;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;1;0;0;1;5;3;0;0;0;0;1;1;Otro;No;$4,5 a $5 millones;2;1;Textiles, prendas de vestir y calzado
153;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Otros servicios
154;Bogotá;Docencia e I+D;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;Otro;No;$6 millones o más;3;1;Educativo
155;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;2;Tecnología
156;Bogotá;otros;2;Universitaria;0;0;0;0;5;3;0;0;1;1;1;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
157;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Construcción
158;Bogotá;Operaciones y Procesos;3;Especialización;0;0;0;1;5;3;0;0;1;0;0;0;B2;Si;$3,5 a $4 millones;2;1;Asegurador
159;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;0;1;0;0;1;Otro;No;$6 millones o más;3;1;Servicios
160;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;Otro;Otro;0;0;0;0;1;0;Otro;No;$1,5 a $2 Millones;1;2;Consultorías y Asesorías
161;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0.5;1;0;0;0;0;0;0;Otro;No;Salario a convenir;0;5;Financiero
162;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;B2;Si;$3,5 a $4 millones;2;1;Consultorías y Asesorías
