Item;Ciudad;Area;Nestudios;Estudios;Espec;Maestria;Doctorado;Posgrado;Experiencia;Aexperiencia;Lenguajes;DatosAlma;HerraContables;HerraVisualizacion;HerraOfimaticas;OtrosConocimientos;Ingles;Pingles;Sintervalos;Salario;Vacantes;Sector de la vacante
481;Medellin;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Consultorías y Asesorías
482;Medellin;Docencia e I+D;3;Especialización;0;0;0;1;3;2;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;25;Consultorías y Asesorías
483;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;1;0;0;1;1;B2;Si;$6 millones o más;3;1;Financiero
484;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;10;4;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Telecomunicaciones
485;Medellin;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;10;4;0;0;0;0;0;1;Otro;No;$6 millones o más;3;1;Vehículos y partes
486;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;Otro;Otro;1;1;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Servicios
487;Medellin;Docencia e I+D;1;Media;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;1;Servicios
488;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;1;Financiero
489;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;1;1;0;0;1;1;Otro;No;$4 a $4,5 millones;2;1;Salud
490;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;1;0;1;0;Otro;No;$2 a $2,5 millones;2;1;Consultorías y Asesorías
491;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;2;Consultorías y Asesorías
492;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;C2;Si;$2,5 a $3 millones;2;2;Financiero
493;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;C2;Si;$6 millones o más;3;1;Financiero
494;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;1;1;C2;Si;$6 millones o más;3;2;Financiero
495;Bogotá;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;0;1;0;1;1;1;B2;Si;$3 a $3,5 millones;2;2;Financiero
496;Medellin;Compras, Inventarios y comercio Internacional;3;Especialización;1;0;0;1;8;4;0;0;0;0;0;0;Otro;No;$4,5 a $5 millones;2;1;Químicos
497;Bogotá;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$1,5 a $2 millones;1;1;Otro
498;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;C2;Si;$6 millones o más;3;1;Consultorías y Asesorías
499;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;7;3;0;0;0;0;0;1;Otro;No;Salario a convenir;0;2;Telecomunicaciones
500;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;No;Salario a convenir;0;2;Financiero
501;Medellin;otros;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;B2;Si;$4 a $4,5 millones;2;1;Textiles, prendas de vestir y calzado
502;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$0,5 a $1 millón;1;5;Financiero
503;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;10;4;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Telecomunicaciones
504;Medellin;Docencia e I+D;3;Especialización;1;1;0;1;2;2;0;0;0;0;0;0;Otro;No;$3,5 a $4 millones;2;1;Tecnología
505;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;3;2;0;0;0;0;0;1;Otro;No;Salario a convenir;0;4;Telecomunicaciones
506;Bogotá;otros;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;$4,5 a $5 millones;2;1;Consultorías y Asesorías
507;Medellin;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;1;0;Otro;No;$1 a $1,5 millones;1;5;Consultorías y Asesorías
508;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;No;$1 a $1,5 millones;1;1;Servicios
509;Bogotá;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;0;Otro;No;$3 a $3,5 millones;2;1;Comercio al por menor - retail
510;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;No;Salario a convenir;0;3;Educativo
511;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;No;$6 millones o más;3;1;Alimentos
512;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;No;$3 a $3,5 millones;2;4;Financiero
513;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;1;Servicios
514;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$4,5 a $5 millones;2;1;Financiero
515;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;4;Financiero
516;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;2;Financiero
517;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;7;3;0;0;0;0;1;1;C2;Si;$6 millones o más;3;1;Servicios
518;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$4,5 a $5 millones;2;1;Financiero
519;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;C2;Si;Salario a convenir;0;1;Consultorías y Asesorías
520;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$4 a $4,5 millones;2;1;Comercio al por menor - retail
521;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;;Financiero
522;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;No;$2 a $2,5 millones;2;1;Vehículos y partes
523;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;No;$6 millones o más;3;1;Consultorías y Asesorías
524;Medellin;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;2;Entretenimiento
525;Medellin;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;1;Otros servicios
526;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;1;Consultorías y Asesorías
527;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$2 a $2,5 millones;2;3;Consultorías y Asesorías
528;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;No;$4 a $4,5 millones;2;1;Financiero
529;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;5;3;0;0;1;0;0;1;Otro;No;$6 millones o más;3;1;Educativo
530;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;Salario a convenir;0;1;Asegurador
531;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;Salario a convenir;0;1;Asegurador
532;Medellin;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Servicios
533;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Servicios
534;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1.5;1;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;2;Financiero
535;Bogotá;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;1;Consultorías y Asesorías
536;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$1 a $1,5 millones;1;1;Vehículos y partes
537;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;1;Otro;No;$4,5 a $5 millones;2;1;Financiero
538;Bucaramanga;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;2;Entretenimiento
539;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;5;3;1;0;0;0;1;1;Otro;No;$6 millones o más;3;1;Servicios
540;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;Asegurador
541;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;3;Servicios
542;Bogotá;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;Salario a convenir;0;1;Educativo
543;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;7;Consultorías y Asesorías
544;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;C2;Si;$2,5 a $3 millones;2;3;Financiero
545;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;Otro;No;$4,5 a $5 millones;2;1;Financiero
546;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;No;$5,5 a $6 millones;3;1;Servicios
547;Bucaramanga;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;0.5;1;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;25;Financiero
548;Bucaramanga;otros;3;Especialización;1;1;0;1;4;2;0;0;0;0;0;0;Otro;No;$6 millones o más;3;1;Financiero
549;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$2,5 a $3 millones;2;2;Consultorías y Asesorías
550;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;Salario a convenir;0;1;Alimentos
551;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;8;4;0;0;1;0;1;0;Otro;No;$6 millones o más;3;1;Químicos
552;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$2 a $2,5 millones;2;1;Educativo
553;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;1;0;B2;Si;$2 a $2,5 millones;2;3;Telecomunicaciones
554;Bucaramanga;Docencia e I+D;3;Maestría;1;1;0;1;2;2;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;1;Educativo
555;Bucaramanga;Operaciones y Procesos;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;Otro;No;$2 a $2,5 millones;2;2;Salud
556;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;Salario a convenir;0;1;Servicios
557;Bucaramanga;Operaciones y Procesos;2;Universitaria;1;0;0;1;2;2;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;1;Consultorías y Asesorías
558;Bucaramanga;Operaciones y Procesos;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;1;Otro;No;$1,5 a $2 millones;1;1;Estatal
559;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;1;1;0;0;0;0;Otro;No;Salario a convenir;0;2;Financiero
560;Bucaramanga;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;Salario a convenir;0;5;Consultorías y Asesorías
561;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;No;$4,5 a $5 millones;2;1;Financiero
562;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$4,5 a $5 millones;2;1;Servicios
563;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;$3 a $3,5 millones;2;1;Financiero
565;Bucaramanga;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;3;2;0;0;0;0;0;0;Otro;No;$3 a $3,5 millones;2;5;Consultorías y Asesorías
566;Bogotá;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;6;3;0;0;0;0;0;1;B2;Si;$6 millones o más;3;1;Financiero
567;Cali;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;1;C1;Si;$4 a $4,5 millones;2;1;
568;Cali;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;0;1;0;0;0;0;1;0;Otro;No;$1 a $1,5 millones;1;1;
569;Cali;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;
570;Cali;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;0;1;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;
571;Cali;Compras, Inventarios y comercio Internacional;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;
572;Cali;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1,5 a $2 millones;1;1;
573;Cali;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;1;0;0;1;Otro;No;Otro;0;1;
574;Cali;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;No;Otro;0;1;
575;Cali;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;0;0;0;1;Otro;No;Otro;0;1;
576;Cali;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;No;Otro;0;10;
577;Cali;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;Otro;0;1;
578;Cali;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No;$1,5 a $2 millones;1;1;
579;Cali;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;No; $3 a $3,5 millones;2;1;
580;Cali;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;No;$2,5 a $3 millones;2;1;
581;Cali;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;No;$1 a $1,5 millones;1;1;
