Item;Ciudad;Contratante;Area;Nestudios;Estudios;Espec;Maestria;Doctorado;Posgrado;Experiencia;Aexperiencia;Lenguajes;DatosAlma;HerraContables;HerraVisualizacion;HerraOfimaticas;OtrosConocimientos;Ing;IngF;Idiomas;Pingles;Sintervalos;SalarioN;Salario;Vacantes;Sector de la vacante
393;Cali;UNIMINUTO;Docencia e I+D;3;Maestría;0;1;0;1;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Educativo
394;Bogotá;PORVENIR S.A.;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Financiero
395;Cali;ACTIVOS S.A.S.;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;15;Consultorías y Asesorías
396;Bogotá;CFA Cooperativa Financiera;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Financiero
397;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Construcción
398;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;0;1;1;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Financiero
399;Bogotá;Empresa confidencial;otros;2;Universitaria;0;0;0;0;5;3;0;0;1;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;3;Publicidad y mercadeo
400;Cali;Empresa confidencial;Docencia e I+D;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Comercio al por menor - retail
401;Cali;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;6;3;0;0;0;0;0;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Asegurador
402;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;0;C2;6;C;Si;$3,5 a $4 millones;3750000;2;1;Alimentos
403;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Financiero
404;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Financiero
405;Bogotá;Empresa confidencial;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;3;Educativo
406;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Otros servicios
407;Bogotá;Empresa confidencial;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;B2;4;B;Si;$5,5 a $6 millones;5750000;3;1;Textiles, prendas de vestir y calzado
408;Bogotá;H&M HENNES & MAURITZ COLOMBIA S.A.S;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;B2;4;B;Si;$5,5 a $6 millones;5750000;3;1;Textiles, prendas de vestir y calzado
409;Bogotá;ADECCO COLOMBIA S A;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;4;Consultorías y Asesorías
410;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Tecnología
411;Bogotá;ALIANZA VALORES;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1.5;1;0;0;0;0;1;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Financiero
412;Bogotá;Deloitte;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;2;Consultorías y Asesorías
413;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Químicos
414;Bogotá;PORVENIR S.A.;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Financiero
415;Cali;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;2;Financiero
416;Cali;Nexarte;otros;3;Especialización;0;0;0;1;4;2;0;0;0;0;1;0;B2;4;B;Si;$5,5 a $6 millones;5750000;3;1;Consultorías y Asesorías
417;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Consumo masivo
418;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;5;3;0;0;0;0;1;0;C2;6;C;Si;Salario a convenir;870000;0;1;Servicios
419;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Educativo
420;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Educativo
421;Medellin;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;10;4;0;0;1;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Servicios
422;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Comercio al por menor - retail
423;Medellin;Empresa confidencial;Operaciones y Procesos;2;Universitaria;0;0;0;0;1.5;1;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;2;Financiero
424;Medellin;Itaú Colombia;Comercial, ventas y servicio al cliente;3;Especialización;0;0;0;1;2;2;0;0;0;0;1;1;C2;6;C;Si;Salario a convenir;870000;0;1;Financiero
425;Medellin;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Entretenimiento
426;Medellin;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Entretenimiento
427;Bogotá;MINISO;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;B2;0;B;Si;$3,5 a $4 millones;3750000;2;1;Comercio al por menor - retail
428;Medellin;Empresa confidencial;otros;3;Especialización;1;0;0;1;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Salud
429;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;1;0;1;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Servicios
430;Medellin;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Financiero
431;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;1;0;1;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Salud
432;Bogotá;El Tiempo Casa Editorial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;1;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;2;Medios
433;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;1;1;1;1;1;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Tecnología
434;Medellin;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;0;Otro;No;$0,5 a $1 millón;750000;1;2;Publicidad y mercadeo
435;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
436;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;2;Tecnología
437;Bogotá;GILMA DE LEAL;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;1;0;1;0;B2;0;B;Si;$5,5 a $6 millones;5750000;3;1;Consultorías y Asesorías
438;Medellin;BANCAMIA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Financiero
439;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;1;1;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
440;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Servicios
441;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Manufactura
442;Medellin;ATIEMPO S.A.S;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;50;Consultorías y Asesorías
443;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;B2;0;B;Si;$4 a $4,5 millones;4250000;2;2;Energético
444;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;1;0;0;1;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Consultorías y Asesorías
445;Bogotá;SONDA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;1;1;Otro;0;Otro;No;$3,5 a $4 millones;3750000;2;1;Servicios
446;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;5;3;0;0;1;0;1;0;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;2;Consultorías y Asesorías
447;Bogotá;ADECCO COLOMBIA S A;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;4;Consultorías y Asesorías
448;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Educativo
449;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;4;Comercio al por menor - retail
450;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;3;Comercio al por menor - retail
451;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Otro
452;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1.5;1;0;1;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Salud
453;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Pulpa, papel y cartón
454;Medellin;TELEPERFORMANCE COLOMBIA S.A.S;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;C2;0;C;Si;$1,5 a $2 millones;1750000;1;10;Servicios
455;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Vehículos y partes
456;Medellin;ADECCO COLOMBIA S A;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;C2;0;C;Si;$4,5 a $5 millones;4750000;2;1;Consultorías y Asesorías
457;Medellin;Millenium BPO S.A;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;1;1;0;0;0;0;1;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;10;Vehículos y partes
458;Medellin;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Entretenimiento
459;Medellin;Empresa confidencial;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Entretenimiento
460;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Comercio al por menor - retail
461;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;C2;0;C;Si;$4 a $4,5 millones;4250000;2;1;Consultorías y Asesorías
462;Bogotá;Seguros Bolivar;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;B2;0;B;Si;$4 a $4,5 millones;4250000;2;1;Financiero
463;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;1;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Construcción
464;Bogotá;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Servicios
465;Bogotá;Seguros Bolivar;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Financiero
466;Medellin;COOMEVA;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;10;Servicios
467;Medellin;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;0;0;0;1;2;2;0;0;0;0;0;0;B2;0;B;Si;$3 a $3,5 millones;3250000;2;1;Energético
468;Medellin;TALENTUM TEMPORAL SAS;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Consultorías y Asesorías
469;Bogotá;ADECCO COLOMBIA S A;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;4;Consultorías y Asesorías
470;Bogotá;METLIFE SEGUROS DE VIDA S.A.;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;30;Asegurador
471;Medellin;PricewaterhouseCoopers;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;1;1;10;4;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
472;Bogotá;PERSOM EMPRESA DE SERVICIOS TEMPORALES SA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Consultorías y Asesorías
473;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Educativo
474;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;8;4;0;0;0;0;0;1;C2;0;C;Si;$5,5 a $6 millones;5750000;3;1;Energético
475;Bogotá;Quala S.A.;otros;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;5;Consumo masivo
476;Medellin;ALFA;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;1;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Construcción
477;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;6;3;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
478;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;7;3;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
479;Bogotá;Mars Colombia;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;0;B2;0;B;Si;$2,5 a $3 millones;2750000;2;1;Consumo masivo
480;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
481;Medellin;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
482;Medellin;SGS;Docencia e I+D;3;Especialización;0;0;0;1;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;25;Consultorías y Asesorías
483;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;10;4;0;1;0;0;1;1;B2;0;B;Si;$6 millones o más;6500000;3;1;Financiero
484;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;10;4;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Telecomunicaciones
485;Medellin;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;10;4;0;0;0;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Vehículos y partes
486;Bogotá;IQ Outsourcing;Docencia e I+D;2;Universitaria;0;0;0;0;Otro;Otro;1;1;0;0;1;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Servicios
487;Medellin;TELEPERFORMANCE COLOMBIA S.A.S;Docencia e I+D;1;Media;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Servicios
488;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Financiero
489;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;1;1;0;0;1;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Salud
490;Bogotá;ADECCO COLOMBIA S A;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;1;0;1;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Consultorías y Asesorías
491;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;2;Consultorías y Asesorías
492;Bogotá;Multibanca Colpatria;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;C2;0;C;Si;$2,5 a $3 millones;2750000;2;2;Financiero
493;Medellin;Multibanca Colpatria;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;C2;0;C;Si;$6 millones o más;6500000;3;1;Financiero
494;Bogotá;Multibanca Colpatria;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;1;1;C2;0;C;Si;$6 millones o más;6500000;3;2;Financiero
495;Bogotá;Multibanca Colpatria;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;0;1;0;1;1;1;B2;0;B;Si;$3 a $3,5 millones;3250000;2;2;Financiero
496;Medellin;Empresa confidencial;Compras, Inventarios y comercio Internacional;3;Especialización;1;0;0;1;8;4;0;0;0;0;0;0;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Químicos
497;Bogotá;Empresa confidencial;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Otro
498;Medellin;HUMANNET COLOMBIA S.A.S.;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;C2;0;C;Si;$6 millones o más;6500000;3;1;Consultorías y Asesorías
499;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;7;3;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;2;Telecomunicaciones
500;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Financiero
501;Medellin;Empresa confidencial;otros;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;B2;0;B;Si;$4 a $4,5 millones;4250000;2;1;Textiles, prendas de vestir y calzado
502;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$0,5 a $1 millón;750000;1;5;Financiero
503;Medellin;Profesional financiero senior;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;10;4;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Telecomunicaciones
504;Medellin;GRUPO TX;Docencia e I+D;3;Especialización;1;1;0;1;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$3,5 a $4 millones;3750000;2;1;Tecnología
505;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;3;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;4;Telecomunicaciones
506;Bogotá;Empresa confidencial;otros;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Consultorías y Asesorías
507;Medellin;ASISTALENTO SAS;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;2;2;0;0;0;0;1;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;5;Consultorías y Asesorías
508;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
509;Bogotá;ALKOSTO;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Comercio al por menor - retail
510;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;3;Educativo
511;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Alimentos
512;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;4;Financiero
513;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Servicios
514;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Financiero
515;Bogotá;Banco Agrario;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;4;Financiero
516;Bogotá;Banco Agrario;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;2;Financiero
517;Medellin;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;1;0;1;7;3;0;0;0;0;1;1;C2;0;C;Si;$6 millones o más;6500000;3;1;Servicios
518;Bogotá;Banco Agrario;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Financiero
519;Bogotá;PricewaterhouseCoopers;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;C2;0;C;Si;Salario a convenir;870000;0;1;Consultorías y Asesorías
520;Bogotá;ALKOSTO;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Comercio al por menor - retail
521;Bogotá;Banco Agrario;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;;Financiero
