Item;Ciudad;Contratante;Area;Nestudios;Estudios;Espec;Maestria;Doctorado;Posgrado;Experiencia;Aexperiencia;Lenguajes;DatosAlma;HerraContables;HerraVisualizacion;HerraOfimaticas;OtrosConocimientos;Ing;IngF;Idiomas;Pingles;Sintervalos;SalarioN;Salario;Vacantes;Sector de la vacante
1;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Consultorías y Asesorías
2;Bogotá;ASESORIAS SERVICIOS Y NEGOCIOS SAS;otros;1;Técnica;0;0;0;0;5;3;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Consultorías y Asesorías
3;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
4;Bogotá;PAYU COLOMBIA SAS;Operaciones y Procesos;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;C2;6;C;Si;Salario a convenir;870000;0;1;Servicios
5;Bogotá;INCAP S.C.A;Docencia e I+D;3;Especialización;1;0;0;1;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Educativo
6;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;2;Servicios
7;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
8;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;1;0;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Educativo
9;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;10;4;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
10;Bogotá;Empresa confidencial;otros;2;Universitaria;0;0;0;0;2;2;0;0;1;0;0;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Comercio al por menor - retail
11;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Químicos
12;Bogotá;Deloitte;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;B2;4;B;Si;Salario a convenir;870000;0;2;Consultorías y Asesorías
13;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Asegurador
14;Bogotá;Politecnico Grancolombiano;Docencia e I+D;3;Maestría;0;1;1;1;2;2;0;0;0;0;0;1;B2;4;B;Si;$5,5 a $6 millones;5750000;3;1;Educativo
15;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Educativo
16;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$3,5 a $4 millones;3750000;2;1;Servicios
17;Bogotá;MONDELÉZ;Docencia e I+D;2;Universitaria;0;0;0;0;1;1;1;1;0;0;0;0;C2;6;C;Si;Salario a convenir;870000;0;1;Alimentos
18;Bogotá;Fiduoccidente;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Financiero
19;Bogotá;OUTSOURCING S.A;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Consultorías y Asesorías
20;Bogotá;Tecnoquimicas;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;1;0;0;1;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Consumo masivo
21;Bogotá;UNIVERSIDAD LA GRAN COLOMBIA;Docencia e I+D;3;Maestría;0;1;1;1;2;2;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Educativo
22;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;0;Otro;No;$1,5 a $2 millones;1750000;1;1;Químicos
23;Bogotá;Empresa confidencial;Docencia e I+D;3;Maestría;0;1;0;1;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Educativo
24;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Telecomunicaciones
25;Bogotá;PricewaterhouseCoopers;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;1;0;0;1;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Consultorías y Asesorías
26;Bogotá;BANCO POPULAR;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Financiero
27;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;10;Servicios
28;Bogotá;INCAP S.C.A;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;5;Educativo
29;Bogotá;pricewaterhouseCoopers;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;4;2;0;0;1;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
30;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;C2;6;C;Si;$5,5 a $6 millones;5750000;3;1;Textiles, prendas de vestir y calzado
31;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;1;0;0;1;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Financiero
32;Bogotá;LG CONSULTORES SAS;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;0;Otro;No;$4,5 a $5 millones;4750000;2;1;Consultorías y Asesorías
33;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;1;Consultorías y Asesorías
34;Bogotá;GESTION SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Consultorías y Asesorías
35;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;1;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Financiero
36;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;0;0;0;1;3;2;0;0;0;0;0;0;C2;6;C;Si;$6 millones o más;6500000;3;1;Otros servicios
37;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Financiero
38;Bogotá;OUTSOURCING S.A;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;0;1;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Consultorías y Asesorías
39;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;10;4;0;0;0;0;0;1;C2;6;C;Si;Salario a convenir;870000;0;1;Servicios
40;Bogotá;ALQUERIA;Comercial, ventas y servicio al cliente;2;Universitaria;1;0;0;1;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;1;Alimentos
41;Bogotá;Proalco S.A.;otros;3;Especialización;1;0;0;1;5;3;0;1;0;0;1;1;C2;6;C;Si;$4,5 a $5 millones;4750000;2;1;Manufactura
42;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Vehículos y partes
43;Bogotá;ArteUmano;Docencia e I+D;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;1;C2;6;C;Si;$3,5 a $4 millones;3750000;2;1;Consultorías y Asesorías
44;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;1;0;0;1;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
45;Bogotá;FIPC ALBERTO MERANI;Docencia e I+D;1;Técnica;0;0;0;0;1;1;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Educativo
46;Bogotá;Empresa confidencial;Docencia e I+D;3;Especialización;0;1;0;1;10;4;0;0;0;0;0;0;C2;6;C;Si;Salario a convenir;870000;0;1;Servicios
47;Bogotá;Empresa confidencial;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
48;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;0;1;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Construcción
49;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Servicios
50;Bogotá;THE ESTÉE LAUDER COMPANIES;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;1;1;B2;4;B;Si;Salario a convenir;870000;0;1;Comercio al por menor - retail
51;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;0;0;0;1;10;4;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
52;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;1;0;0;1;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Servicios
53;Bogotá;Empresa confidencial;Docencia e I+D;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;0;C2;6;C;Si;Salario a convenir;870000;0;1;Servicios
54;Bogotá;Empresa confidencial;otros;2;Universitaria;0;0;0;0;4;2;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Tecnología
55;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
56;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
57;Bogotá;ADECCO COLOMBIA S A;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;1;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;2;Consultorías y Asesorías
58;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
59;Bogotá;Empresa confidencial;Docencia e I+D;3;Especialización;1;1;0;1;15;5;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
60;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
61;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Servicios
62;Bogotá;Deloitte;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;B2;4;B;Si;Salario a convenir;870000;0;2;Consultorías y Asesorías
63;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;15;5;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
64;Bogotá;MANPOWER;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Consultorías y Asesorías
65;Bogotá;Cencosud Colombia;Administrativa, Auditoria,  Financiera, Gerencia;1;Técnica;0;0;0;0;3;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;6;Comercio al por menor - retail
66;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Químicos
67;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
68;Bogotá;Empresa confidencial;Docencia e I+D;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;0;C2;6;C;Si;$6 millones o más;6500000;3;1;Salud
69;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Salud
70;Bogotá;Fundación Plan;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Organizaciones No Gubernamentales
71;Bogotá;COMPETENCIA HUMANA S.A.S.;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;2;2;0;0;1;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Consultorías y Asesorías
72;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;1;0;0;1;Otro;Otro;0;0;0;0;1;0;B2;4;B;Si;$1,5 a $2 millones;1750000;1;1;Financiero
73;Bogotá;MANPOWER;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;C2;6;C;Si;$1,5 a $2 millones;1750000;1;30;Consultorías y Asesorías
74;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;6;3;0;0;0;0;0;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Asegurador
75;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;2;Construcción
76;Bogotá;SIO-SOLUTEMP;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;2;Servicios
77;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;4;Consultorías y Asesorías
78;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
79;Bogotá;Los Cobos Medical Center;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;1;0;0;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Salud
80;Bogotá;Empresa confidencial;Docencia e I+D;3;Especialización;1;0;0;1;4;2;0;0;1;0;1;0;B2;4;B;Si;Salario a convenir;870000;0;1;Construcción
81;Bogotá;ACTIVOS S.A.S.;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;Otro;Otro;0;0;0;0;0;1;Otro;0;Otro;No;$3,5 a $4 millones;3750000;2;46;Consultorías y Asesorías
82;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;6;3;0;0;0;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Servicios
83;Bogotá;MANPOWER;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;B2;4;B;Si;$5,5 a $6 millones;5750000;3;2;Consultorías y Asesorías
84;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;0;B2;4;B;Si;Salario a convenir;870000;0;1;Químicos
85;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;1;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Otros servicios
86;Bogotá;Old Mutual;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Financiero
87;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Financiero
88;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Educativo
89;Bogotá;ACTIVOS S.A.S.;Comercial, ventas y servicio al cliente;1;Técnica;0;0;0;0;Otro;Otro;0;0;0;0;0;1;Otro;0;Otro;No;$3,5 a $4 millones;3750000;2;46;Consultorías y Asesorías
90;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Comercio al por menor - retail
91;Bogotá;Empresa confidencial;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;2;2;0;0;1;0;1;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Asegurador
92;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;1;0;0;1;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
93;Bogotá;Multibanca Colpatria;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;2;Financiero
94;Bogotá;SERDAN SA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;16;Consultorías y Asesorías
95;Bogotá;SERDAN SA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$0,5 a $1 millón;750000;1;10;Consultorías y Asesorías
96;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;9;4;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;5;Consultorías y Asesorías
97;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;0;C2;6;C;Si;Salario a convenir;870000;0;1;Entretenimiento
98;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Maestría;0;1;0;1;5;3;0;0;0;0;0;0;B2;4;B;Si;$5,5 a $6 millones;5750000;3;1;Educativo
99;Bogotá;ASONAC;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;3;Estatal
100;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;0;0;0;1;5;3;0;0;0;0;0;0;C2;6;C;Si;Salario a convenir;870000;0;1;Alimentos
101;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Energético
102;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
103;Bogotá;Empresa confidencial;otros;2;Universitaria;0;0;0;0;3;2;0;1;0;0;0;0;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Financiero
104;Bogotá;SISTEMA INTEGRADO DE OPERACIÓN DE TRANSPORTE SI18 S.A.S.;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Estatal
105;Bogotá;CASA LUKER;Docencia e I+D;3;Especialización;1;0;0;1;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$4 a $4,5 millones;4250000;2;1;Alimentos
106;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;5;3;1;1;0;1;1;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Asegurador
107;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
108;Bogotá;Tecnoquimicas;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;5;3;0;0;0;0;0;0;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;1;Consumo masivo
109;Bogotá;CAFAM;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;3;2;0;0;1;1;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Servicios
110;Bogotá;Quala S.A.;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;3;Consumo masivo
111;Bogotá;Performia Colombia SAS;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;1;Servicios
112;Bogotá;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;1;0;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Servicios
113;Bogotá;Performia Colombia SAS;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;10;4;0;0;1;0;0;1;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Servicios
114;Bogotá;VEOLIA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;3;Servicios
115;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Educativo
116;Bogotá;COLSUBSIDIO;Comercial, ventas y servicio al cliente;2;Universitaria;1;0;0;1;5;3;0;0;0;0;0;0;Otro;0;Otro;No;$6 millones o más;6500000;3;1;Servicios
117;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;1;Otro;0;Otro;No;$2,5 a $3 millones;2750000;2;1;Servicios
118;Bogotá;Empresa confidencial;Operaciones y Procesos;2;Universitaria;0;0;0;0;3;2;0;0;0;0;1;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Asegurador
119;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;5;3;0;0;0;0;1;1;B2;4;B;Si;Salario a convenir;870000;0;1;Asegurador
120;Bogotá;Empresa confidencial;Docencia e I+D;3;Especialización;1;0;0;1;6;3;0;0;0;0;0;1;B2;4;B;Si;$5,5 a $6 millones;5750000;3;1;Educativo
121;Bogotá;Empresa confidencial;Docencia e I+D;2;Universitaria;0;0;0;0;2;2;0;0;1;0;0;1;Otro;0;Otro;No;$3 a $3,5 millones;3250000;2;1;Químicos
122;Bogotá;Empresa confidencial;Administrativa, Auditoria,  Financiera, Gerencia;3;Especialización;1;0;0;1;7;3;0;0;0;0;0;1;Otro;0;Otro;No;$5,5 a $6 millones;5750000;3;1;Energético
123;Bogotá;Linexperts Consultoria Empresarial SAS;otros;2;Universitaria;0;0;0;0;2;2;0;0;0;0;0;1;Otro;0;Otro;No;Salario a convenir;870000;0;1;Consultorías y Asesorías
124;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;2;Universitaria;0;0;0;0;Otro;Otro;0;0;0;0;0;0;Otro;0;Otro;No;Salario a convenir;870000;0;2;Educativo
125;Bogotá;"
PROQUINAL";Docencia e I+D;3;Especialización;1;0;0;1;5;3;0;1;0;0;1;1;B2;4;B;Si;$5,5 a $6 millones;5750000;3;1;Textiles, prendas de vestir y calzado
126;Bogotá;"
FIPC ALBERTO MERANI";Docencia e I+D;2;Universitaria;0;0;0;0;1;1;0;0;0;0;0;1;Otro;0;Otro;No;$1 a $1,5 millones;1250000;1;2;Educativo
127;Bogotá;Universidad del Rosario;Docencia e I+D;3;Especialización;0;0;0;1;3;2;0;1;0;0;0;1;B2;4;B;Si;$4 a $4,5 millones;4250000;2;1;Educativo
128;Bogotá;Universidad del Rosario;Docencia e I+D;3;Especialización;1;0;0;1;3;2;0;1;0;1;0;0;B2;4;B;Si;$4 a $4,5 millones;4250000;2;1;Educativo
129;Bogotá;CREDICORP CAPITAL COLOMBIA;Administrativa, Auditoria,  Financiera, Gerencia;2;Universitaria;0;0;0;0;4;2;1;0;0;0;1;0;Otro;0;Otro;No;Salario a convenir;870000;0;1;Financiero
130;Bogotá;PROFAMILIA;Docencia e I+D;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;2;Salud
131;Bogotá;Empresa confidencial;Comercial, ventas y servicio al cliente;3;Especialización;1;0;0;1;4;2;0;0;0;0;0;1;C2;6;C;Si;$4,5 a $5 millones;4750000;2;1;Transporte
132;Bogotá;Empresa confidencial;Compras, Inventarios y comercio Internacional;2;Universitaria;0;0;0;0;3;2;0;0;0;0;0;1;Otro;0;Otro;No;$2 a $2,5 millones;2250000;2;1;Consultorías y Asesorías
